seller_id,seller_state,seller_city,total_revenue,avg_review_score,total_orders,unique_categories,cluster,revenue_tier,hvc_aligned,ad_package,ad_credit_value_R$
05ff92fedb5be47920fea08e501238b9,RS,santo angelo,21992.78,4.209677419354839,59,4,1,Premium,1,Banner ads | HVC segment targeting | Cross-sell placements | Dedicated account manager | Priority in watches/health_beauty/computers,3228.82
062c325cd6a2b87845fab56b4ec2eeae,SP,sao paulo,133.22,5.0,2,2,2,Starter,0,Basic product listing | Onboarding analytics dashboard | Category page placement,100.0
062ce95fa2ad4dfaedfc79260130565f,RS,lajeado,7479.1,4.016949152542373,54,5,1,Premium,0,Banner ads | HVC segment targeting | Cross-sell placements | Dedicated account manager | Priority in watches/health_beauty/computers,2169.15
06532f10282704ef4c69168b914b77be,PR,paincandu,10220.5,4.222222222222222,8,2,1,Premium,1,Banner ads | HVC segment targeting | Cross-sell placements | Dedicated account manager | Priority in watches/health_beauty/computers,439.11
06579cb253ecd5a3a12a9e6eb6bf8f47,SP,sao paulo - sp,4727.2,3.763888888888889,62,3,1,Premium,0,Banner ads | HVC segment targeting | Cross-sell placements | Dedicated account manager | Priority in watches/health_beauty/computers,2333.61
066a6914e1ebf3ea95a216c73a986b91,PR,foz do iguacu,9235.38,3.9178082191780823,67,7,1,Premium,0,Banner ads | HVC segment targeting | Cross-sell placements | Dedicated account manager | Priority in watches/health_beauty/computers,2624.93
0691148aee60ca47977c187804f935ae,PR,londrina,5868.51,3.990566037735849,47,6,1,Premium,0,Banner ads | HVC segment targeting | Cross-sell placements | Dedicated account manager | Priority in watches/health_beauty/computers,1875.57
0692610d8abe24f287e9fae90ea0bbee,SP,sao paulo,173.99,4.0,4,2,2,Starter,0,Basic product listing | Onboarding analytics dashboard | Category page placement,160.0
06a2c3af7b3aee5d69171b0e14f0ee87,MA,sao luis,36408.95,3.930864197530864,392,1,1,Premium,0,Banner ads | HVC segment targeting | Cross-sell placements | Dedicated account manager | Priority in watches/health_beauty/computers,15408.99
06bb3a2fe5e7b7a845b13e8fb91bd944,MG,belo horizonte,1536.19,4.611111111111111,17,1,2,Starter,0,Basic product listing | Onboarding analytics dashboard | Category page placement,783.89
06df0c10d34e459d9672bc77388742eb,PR,maringa,9070.0,4.366666666666666,26,1,1,Premium,1,Banner ads | HVC segment targeting | Cross-sell placements | Dedicated account manager | Priority in watches/health_beauty/computers,1475.93
06e5eefc71ec47ae763c5c6f8db7064f,RS,porto alegre,21648.67,3.870967741935484,90,6,1,Premium,1,Banner ads | HVC segment targeting | Cross-sell placements | Dedicated account manager | Priority in watches/health_beauty/computers,4529.03
07017df32dc5f2f1d2801e579548d620,PB,joao pessoa,946.49,4.111111111111111,8,2,2,Starter,0,Basic product listing | Onboarding analytics dashboard | Category page placement,328.89
070d165398b553f3b4b851c216b8a358,SP,sao paulo,3393.16,3.41025641025641,32,1,1,Premium,0,Banner ads | HVC segment targeting | Cross-sell placements | Dedicated account manager | Priority in watches/health_beauty/computers,1091.28
0725b8c0f3f906e58f70cbe76b7c748c,SP,guarulhos,2161.52,3.6527777777777777,16,5,1,Premium,0,Banner ads | HVC segment targeting | Cross-sell placements | Dedicated account manager | Priority in watches/health_beauty/computers,584.44
0743a0239d764b9a0f959a57d07e36ab,SP,sao paulo,336.96,4.75,4,2,2,Starter,0,Basic product listing | Onboarding analytics dashboard | Category page placement,190.0
0747d5bb69f0586cc869d8af4c50f93e,RJ,saquarema,322.8,3.8461538461538463,12,1,2,Starter,0,Basic product listing | Onboarding analytics dashboard | Category page placement,461.54
0761743cbffb25d7148189e9f1a5f03a,SP,ribeirao preto,241.2,4.285714285714286,3,2,2,Starter,0,Basic product listing | Onboarding analytics dashboard | Category page placement,128.57
077c5fae4bea9500e3737b16f71b9d3a,SP,sorocaba,106.8,4.666666666666667,4,1,2,Starter,0,Basic product listing | Onboarding analytics dashboard | Category page placement,186.67
0791d9fc1e30678ecf03d3e55fa108d3,MG,belo horizonte,842.0,2.727272727272727,5,1,0,Growth,0,Featured product slots | Keyword-targeted display ads | Enhanced analytics | Category targeting,136.36
079d295dcbf06ee8bb1b65ba964eb2b6,SP,sao paulo,349.3,4.8,5,1,2,Starter,0,Basic product listing | Onboarding analytics dashboard | Category page placement,240.0
07a9bc7f61396b658ddf3ac534efe44c,SP,sao paulo,119.9,3.5,1,1,2,Starter,0,Basic product listing | Onboarding analytics dashboard | Category page placement,35.0
07bf9669d84d1f11be443a9dd938f698,SP,sao paulo,1776.0,3.25,18,2,1,Premium,0,Banner ads | HVC segment targeting | Cross-sell placements | Dedicated account manager | Priority in watches/health_beauty/computers,585.0
07d75e33f2750d97d467fb57e4dfdd8a,SP,sao paulo,722.4,2.5,2,2,0,Growth,1,Featured product slots | Keyword-targeted display ads | Enhanced analytics | Category targeting,65.0
07de60b03d150fb3ea09eab5da5e4c8b,SP,ibitinga,719.1,4.333333333333333,9,1,2,Starter,0,Basic product listing | Onboarding analytics dashboard | Category page placement,390.0
07e8e8fc5222bb358e6f259da3197074,SP,sao paulo,51.8,4.0,2,1,2,Starter,0,Basic product listing | Onboarding analytics dashboard | Category page placement,80.0
080102cd0a76b09e0dcf55fcacc60e05,MG,belo horizonte,5673.99,4.51937984496124,123,5,1,Premium,0,Banner ads | HVC segment targeting | Cross-sell placements | Dedicated account manager | Priority in watches/health_beauty/computers,5558.84
080199a181c46c657dc5aa235411be3b,SP,osasco,14504.2,4.554216867469879,79,1,1,Premium,0,Banner ads | HVC segment targeting | Cross-sell placements | Dedicated account manager | Priority in watches/health_beauty/computers,3597.83
08061dc0fc165ed41288cc7acde738ee,SP,osasco,123.8,4.5,4,1,2,Starter,0,Basic product listing | Onboarding analytics dashboard | Category page placement,180.0
08084d990eb3f53af056ccbc1730c8a7,SP,sao paulo,372.5,4.083333333333333,12,1,2,Starter,0,Basic product listing | Onboarding analytics dashboard | Category page placement,490.0
081acf3de680d554796c9cf041be7bc2,MG,vespasiano,1597.3,4.125,4,2,2,Starter,1,Basic product listing | Onboarding analytics dashboard | Category page placement,214.5
082e0bf4cb865a6533b1e8e498cc0255,SP,botucatu,2073.3,3.3043478260869565,11,2,1,Premium,0,Banner ads | HVC segment targeting | Cross-sell placements | Dedicated account manager | Priority in watches/health_beauty/computers,363.48
085f6f7e049c996695fb2074fe38d45e,SP,taubate,305.4,3.625,6,5,2,Starter,0,Basic product listing | Onboarding analytics dashboard | Category page placement,217.5
08633c14ef2db992c11f840f04fad4cd,SP,ribeirao pires,7644.3,4.237113402061856,74,5,1,Premium,0,Banner ads | HVC segment targeting | Cross-sell placements | Dedicated account manager | Priority in watches/health_beauty/computers,3135.46
0873d9f8f36123f8d910f4760e788cfb,SP,barueri,7265.59,3.1666666666666665,6,2,1,Premium,1,Banner ads | HVC segment targeting | Cross-sell placements | Dedicated account manager | Priority in watches/health_beauty/computers,247.0
0885aaf116795758dfeb5f1032487bcd,SP,ferraz de vasconcelos,2648.0,4.2,28,2,1,Premium,0,Banner ads | HVC segment targeting | Cross-sell placements | Dedicated account manager | Priority in watches/health_beauty/computers,1176.0
0887a9f087bcd5d9f6642b52f897fc6c,SP,cananeia,1642.0,4.416666666666667,12,3,1,Premium,0,Banner ads | HVC segment targeting | Cross-sell placements | Dedicated account manager | Priority in watches/health_beauty/computers,530.0
08ad4ac1388e4420ca531c3edfc46198,SP,itapevi,221.62,2.7142857142857144,6,1,0,Growth,0,Featured product slots | Keyword-targeted display ads | Enhanced analytics | Category targeting,162.86
08cdbae123ff67ca4e36d9d641ce0119,MG,uba,3098.99,2.5,4,1,0,Growth,1,Featured product slots | Keyword-targeted display ads | Enhanced analytics | Category targeting,130.0
08d0949a9a17c027262db1f3c450c26c,PR,cascavel,324.8,3.7083333333333335,12,1,2,Starter,0,Basic product listing | Onboarding analytics dashboard | Category page placement,445.0
08d1c9478fb0d7d7fcac9c0da4e82fc7,MG,belo horizonte,538.0,5.0,1,1,2,Starter,1,Basic product listing | Onboarding analytics dashboard | Category page placement,65.0
08d2d642cf72b622b14dde1d2f5eb2f5,SP,marilia,914.0,4.238095238095238,17,6,1,Premium,0,Banner ads | HVC segment targeting | Cross-sell placements | Dedicated account manager | Priority in watches/health_beauty/computers,720.48
08f5819815f3d06545011850bd70f0a8,SP,santos,452.0,4.666666666666667,3,1,2,Starter,0,Basic product listing | Onboarding analytics dashboard | Category page placement,140.0
091065b789659bc3cd9af9cb3a6253ff,RS,canoas,1359.0,3.5,2,1,2,Starter,1,Basic product listing | Onboarding analytics dashboard | Category page placement,91.0
0936e1837d0c79253456bbb2ffaaef10,SP,sao paulo,38.9,5.0,1,1,2,Starter,0,Basic product listing | Onboarding analytics dashboard | Category page placement,50.0
093805f8f2aeb63881444571e1f48f30,SP,osasco,1215.79,3.814814814814815,22,1,1,Premium,0,Banner ads | HVC segment targeting | Cross-sell placements | Dedicated account manager | Priority in watches/health_beauty/computers,839.26
094ced053e257ae8cae57205592d6712,SP,ribeirao preto,1519.2,4.052631578947368,19,2,1,Premium,0,Banner ads | HVC segment targeting | Cross-sell placements | Dedicated account manager | Priority in watches/health_beauty/computers,770.0
0951a6e282947e09cd47969f4ed0b47f,SP,taboao da serra,492.3,4.857142857142857,7,2,2,Starter,0,Basic product listing | Onboarding analytics dashboard | Category page placement,340.0
09883d9ab71c8fe8a9bfc7fc3075b07e,SP,sao paulo,269.6,4.0,4,2,2,Starter,0,Basic product listing | Onboarding analytics dashboard | Category page placement,160.0
099095b050cfe8eb1ddff5317587e96e,SP,sao paulo,5193.83,2.95,17,8,1,Premium,1,Banner ads | HVC segment targeting | Cross-sell placements | Dedicated account manager | Priority in watches/health_beauty/computers,651.95
09bad886111255c5b5030314fc7f1a4a,SP,sao paulo,487.5,5.0,5,1,2,Starter,0,Basic product listing | Onboarding analytics dashboard | Category page placement,250.0
09f952a5f58d2285b0372551ae8f9b01,SP,sao bernardo do campo,11821.5,3.875,50,2,1,Premium,1,Banner ads | HVC segment targeting | Cross-sell placements | Dedicated account manager | Priority in watches/health_beauty/computers,2518.75
0a198e95d32b1be2da9424c962a6ebfa,MG,contagem,69.99,5.0,1,1,2,Starter,0,Basic product listing | Onboarding analytics dashboard | Category page placement,50.0
0a82f5fb06a4fe4ac2cf7cb412ec71b8,SP,sao paulo,462.0,5.0,2,1,2,Starter,1,Basic product listing | Onboarding analytics dashboard | Category page placement,130.0
0a85ebe4e328db81ac9109781205e2f7,SP,jundiai,667.9,4.583333333333333,12,2,2,Starter,0,Basic product listing | Onboarding analytics dashboard | Category page placement,550.0
0aa2205ca24f113f4658a5c536667426,SP,sao paulo,815.62,2.8181818181818183,4,1,0,Growth,0,Featured product slots | Keyword-targeted display ads | Enhanced analytics | Category targeting,112.73
0ac4201fda2c68ebc0e47cb9423cf3c9,SP,sao paulo,1676.88,4.285714285714286,13,3,1,Premium,0,Banner ads | HVC segment targeting | Cross-sell placements | Dedicated account manager | Priority in watches/health_beauty/computers,557.14
0ad80de75c811326389cfb1daba7d45e,RJ,rio de janeiro,1449.4,4.166666666666667,6,1,2,Starter,1,Basic product listing | Onboarding analytics dashboard | Category page placement,325.0
0adac9fbd9a2b63cccaac4f8756c1ca8,SP,louveira,15702.5,4.014814814814815,107,5,1,Premium,0,Banner ads | HVC segment targeting | Cross-sell placements | Dedicated account manager | Priority in watches/health_beauty/computers,4295.85
0ade5cc4a305ed7093a23f68ca47519c,PR,curitiba,158.88,5.0,2,1,2,Starter,0,Basic product listing | Onboarding analytics dashboard | Category page placement,100.0
0aea4c6ae1505b3228ddf3dd7822ee5b,SP,sorocaba,1427.91,3.875,8,1,2,Starter,0,Basic product listing | Onboarding analytics dashboard | Category page placement,310.0
0af2ab31141893d26aca5a404a537dab,SP,sao paulo,59.0,5.0,1,1,2,Starter,0,Basic product listing | Onboarding analytics dashboard | Category page placement,50.0
0af977692321d895349eded183341d28,SP,santos,257.75,4.5,2,1,2,Starter,0,Basic product listing | Onboarding analytics dashboard | Category page placement,90.0
0afccdb8a34ee5c79f7c06faf2b4d56e,MG,uberlandia,1185.6,3.9166666666666665,24,1,1,Premium,0,Banner ads | HVC segment targeting | Cross-sell placements | Dedicated account manager | Priority in watches/health_beauty/computers,940.0
0b09101900100c0e9d312861fad5a1b9,SP,sao paulo,153.75,4.0,1,1,2,Starter,0,Basic product listing | Onboarding analytics dashboard | Category page placement,40.0
0b0ddbc7b9d9584f442c7ac92b0ff6c9,SP,guarulhos,1416.76,4.666666666666667,3,1,2,Starter,1,Basic product listing | Onboarding analytics dashboard | Category page placement,182.0
0b18d63d0cd1d723567903fd34a07df2,SP,sp,1678.14,4.785714285714286,9,2,2,Starter,0,Basic product listing | Onboarding analytics dashboard | Category page placement,430.71
0b1ca3ef18a63d7eb0c8897fa0849c08,SP,sao roque,55.0,5.0,1,1,2,Starter,0,Basic product listing | Onboarding analytics dashboard | Category page placement,50.0
0b35c634521043bf4b47e21547b99ab5,PR,teixeira soares,13533.65,3.448717948717949,51,1,1,Premium,0,Banner ads | HVC segment targeting | Cross-sell placements | Dedicated account manager | Priority in watches/health_beauty/computers,1758.85
0b36063d5818f81ccb94b54adfaebbf5,SC,jaragua do sul,765.0,5.0,1,1,2,Starter,0,Basic product listing | Onboarding analytics dashboard | Category page placement,50.0
0b3f27369a4d8df98f7eb91077e438ac,SP,aruja,146.51,4.0,2,2,2,Starter,0,Basic product listing | Onboarding analytics dashboard | Category page placement,80.0
0b46f784306be7200ca1700aa55d819f,MG,belo horizonte,19.9,5.0,1,1,2,Starter,0,Basic product listing | Onboarding analytics dashboard | Category page placement,50.0
0b64bcdb0784abc139af04077d49a20e,RS,canoas,137.6,4.75,4,1,2,Starter,0,Basic product listing | Onboarding analytics dashboard | Category page placement,190.0
0b90b6df587eb83608a64ea8b390cf07,PR,maringa,28592.32,3.9833333333333334,164,1,1,Premium,0,Banner ads | HVC segment targeting | Cross-sell placements | Dedicated account manager | Priority in watches/health_beauty/computers,6532.67
0bae85eb84b9fb3bd773911e89288d54,SP,itajai,7482.21,4.205479452054795,137,13,1,Premium,0,Banner ads | HVC segment targeting | Cross-sell placements | Dedicated account manager | Priority in watches/health_beauty/computers,5761.51
0bb27263628258b8111a0262769fa9db,SP,sao paulo,22.2,5.0,1,1,2,Starter,0,Basic product listing | Onboarding analytics dashboard | Category page placement,50.0
