"customer_unique_id","product_category_en","order_count","total_spend","updated_at"
"00762eafc5dac5fc1574f91e9b7c9b67","toys",1,219,"2026-05-28 06:44:32"
"00765d375af0e700f61c57db00a8ee63","bed_bath_table",1,200,"2026-05-28 06:44:32"
"00776f3807b128beca64cd0b27138d92","luggage_accessories",1,294.99,"2026-05-28 06:44:32"
"0077dc76aaf02323f03bce9b00878253","watches_gifts",1,849.5,"2026-05-28 06:44:32"
"0085139b503668b3addcfe826d91be8d","sports_leisure",3,465.88,"2026-05-28 06:44:32"
"0085d749fc64f766ece1729464f8039a","health_beauty",1,330,"2026-05-28 06:44:32"
"008778a1591d49f6b2464dffaa4fa662","health_beauty",1,249.99,"2026-05-28 06:44:32"
"0087c31081ea8d160baa06bf4ad4d76f","health_beauty",1,160,"2026-05-28 06:44:32"
"008f3d5f45a11059239a5c452cd00006","perfumery",1,309.9,"2026-05-28 06:44:32"
"0093c499f4f9c0e169ead490aa62ce3e","bed_bath_table",1,210,"2026-05-28 06:44:32"
"00941614a654458b888b8780815bd26c","fashion_underwear_beach",1,174,"2026-05-28 06:44:32"
"0096c18412349537abc45e350581cbbc","housewares",4,679.6,"2026-05-28 06:44:32"
"0096c9cb600a08e601f7c2be6734531a","furniture_decor",1,169,"2026-05-28 06:44:32"
"0097fca0db567f5ca79509b7b4fc1c2d","flowers",1,63.9,"2026-05-28 06:44:32"
"0097fca0db567f5ca79509b7b4fc1c2d","furniture_decor",6,108.24,"2026-05-28 06:44:32"
"00a02d822b18db532e50e0607e615f3b","computers_accessories",1,179.9,"2026-05-28 06:44:32"
"00a9fd000ff87bb48b989df819c418f5","cool_stuff",1,238,"2026-05-28 06:44:32"
"00ac9cd5c4ad19e16e7c6f6864711737","luggage_accessories",1,209.9,"2026-05-28 06:44:32"
"00adeda9b742746c0c66e10d00ea1b74","watches_gifts",2,2078.5,"2026-05-28 06:44:32"
"00ae50eb5e1d2514f694dee1dcbbd5ae","baby",1,169.9,"2026-05-28 06:44:32"
"00ae50eb5e1d2514f694dee1dcbbd5ae","furniture_decor",4,43.6,"2026-05-28 06:44:32"
"00b0d21952ae29dfe79db614512a27c2","construction_tools_safety",1,399.93,"2026-05-28 06:44:32"
"00b1b0f856eb804d554ceab3d8f1dc35","perfumery",1,181.56,"2026-05-28 06:44:32"
"00b2ee6366438f46105832fd9acaf56f","toys",1,249.99,"2026-05-28 06:44:32"
"00b8076004092a29c2c934570c356fc7","auto",1,199.9,"2026-05-28 06:44:32"
"00bee19e1199bc5cede1c674177b9e22","cool_stuff",1,649.9,"2026-05-28 06:44:32"
"00c003ed13c76042b78d53fbc26930d0","furniture_living_room",1,179.99,"2026-05-28 06:44:32"
"00c05fe9d2f8b245f1f86fe559175f24","toys",1,338,"2026-05-28 06:44:32"
"00c07da5ba0e07b4f248a3a373b07476","auto",1,2258,"2026-05-28 06:44:32"
"00c3624c55261d9ce593f30e3815a880","fashion_bags_accessories",2,380,"2026-05-28 06:44:32"
"00cac13832bd0a8b6f50f6a36b053223","office_furniture",1,399.9,"2026-05-28 06:44:32"
"00cc7c54469f4177319d6bb12e883652","fashion_shoes",1,157.9,"2026-05-28 06:44:32"
"00cf2f12497614285e5dbfb77d6dd312","bed_bath_table",1,269.9,"2026-05-28 06:44:32"
"00d447911e5d5ae87480df8734b915f2","sports_leisure",1,219.9,"2026-05-28 06:44:32"
"00d8411c0f5ee4e0a9b8900ea483680e","bed_bath_table",1,220,"2026-05-28 06:44:32"
"00d8ba74be3eee415fe4508fdd325ee5","kitchen_dining_laundry_garden_furniture",1,340,"2026-05-28 06:44:32"
"00da34ebf22b87f6c2f53dc069f237df","furniture_decor",3,209.70000000000002,"2026-05-28 06:44:32"
"00db0070b3c3bd0215072323c8499407","books_general_interest",1,334.9,"2026-05-28 06:44:32"
"00db525fd8d4023dc446f0ed2519139f","computers_accessories",1,195.3,"2026-05-28 06:44:32"
"00e20792154788aa00f53fbd616a8d91","cool_stuff",1,169.83,"2026-05-28 06:44:32"
"00e2972a013072289c3e86cfc2b9e38d","electronics",1,199.9,"2026-05-28 06:44:32"
"00e872ca2fc94e59982286e69f186e0e","auto",1,399.9,"2026-05-28 06:44:32"
"00e8cbf31206edcf22b7b118daa13983","health_beauty",2,260.9,"2026-05-28 06:44:32"
"00ec6ce865af3a65e9cca32b180e5d20","bed_bath_table",1,69.9,"2026-05-28 06:44:32"
"00ec6ce865af3a65e9cca32b180e5d20","housewares",1,47.9,"2026-05-28 06:44:32"
"00eca7e1c994897d0a31bf75478f4b55","bed_bath_table",2,327.98,"2026-05-28 06:44:32"
"00ecc71175078e2cac5547a5656e9622","bed_bath_table",1,219.99,"2026-05-28 06:44:32"
"00fb8f6787f67bd33c7e86c9691d2b1c","bed_bath_table",3,247.23,"2026-05-28 06:44:32"
"00fd4a627a3b93cff0729f0b3554640d","auto",1,74.9,"2026-05-28 06:44:32"
"00fd4a627a3b93cff0729f0b3554640d","garden_tools",2,96.88,"2026-05-28 06:44:32"
"01007c64cbffc1eef7ee682dae0ddbfe","health_beauty",1,179.99,"2026-05-28 06:44:32"
"01018f26fb8b8a922c025de40a85a553","stationery",1,199.9,"2026-05-28 06:44:32"
"01029c2615eacab8d39f0450e6b0bef3","bed_bath_table",1,205,"2026-05-28 06:44:32"
"0104a702e0f73442fe4dc3bfff6ba373","watches_gifts",1,259,"2026-05-28 06:44:32"
"0104d8ef04b9df2891e69bc0e2e6dca4","office_furniture",1,430,"2026-05-28 06:44:32"
"010a81611c87c7e19c18f303e39973b2","luggage_accessories",1,147.9,"2026-05-28 06:44:32"
"010d09c16c5fee11226ca7c5492892de","sports_leisure",1,171.9,"2026-05-28 06:44:32"
"011575986092c30523ecb71ff10cb473","musical_instruments",1,63.9,"2026-05-28 06:44:32"
"011575986092c30523ecb71ff10cb473","toys",1,119,"2026-05-28 06:44:32"
"011784926e81122b1abd0210b5888c22","industry_commerce_and_business",1,317.9,"2026-05-28 06:44:32"
"011785063c56f2c239064f603bf02a05","garden_tools",1,139,"2026-05-28 06:44:32"
"011875f0176909c5cf0b14a9138bb691","watches_gifts",1,3999.9,"2026-05-28 06:44:32"
"011b4adcd54683b480c4d841250a987f","food",2,113.94,"2026-05-28 06:44:32"
"011b4adcd54683b480c4d841250a987f","sports_leisure",1,69.49,"2026-05-28 06:44:32"
"011fd4914a2d19b2a0e50c29cea5c6a2","office_furniture",1,229.99,"2026-05-28 06:44:32"
"012452d40dafae4df401bced74cdb490","health_beauty",1,330,"2026-05-28 06:44:32"
"012452d40dafae4df401bced74cdb490","office_furniture",1,97.9,"2026-05-28 06:44:32"
"012755131a5b785b0ae3291c339a9051","auto",2,358.98,"2026-05-28 06:44:32"
"0129d48dce554d95f641d01eaa88904a","auto",1,1390,"2026-05-28 06:44:32"
"012a218df8995d3ec3bb221828360c86","auto",2,1429.8000000000002,"2026-05-28 06:44:32"
"012b41c1dae00a092474ca48dc764a00","construction_tools_lights",1,228,"2026-05-28 06:44:32"
"012b41c1dae00a092474ca48dc764a00","furniture_decor",1,90,"2026-05-28 06:44:32"
"0130baad44d0ccc44bc7526c1ac18c64","furniture_decor",2,228,"2026-05-28 06:44:32"
"013341d7f8accddf42fc02f001ad341d","cool_stuff",1,610,"2026-05-28 06:44:32"
"0134417784b9f85470e635c063152a71","kitchen_dining_laundry_garden_furniture",2,134,"2026-05-28 06:44:32"
"013689381e404bf6304f57bab4b8f01d","garden_tools",3,319.79999999999995,"2026-05-28 06:44:32"
"013a435769899074c568863694560449","baby",1,987,"2026-05-28 06:44:32"
"013ef03e0f3f408dd9bf555e4edcdc0a","musical_instruments",1,59.9,"2026-05-28 06:44:32"
"013ef03e0f3f408dd9bf555e4edcdc0a","toys",1,166.44,"2026-05-28 06:44:32"
"013f4353d26bb05dc6652f1269458d8d","sports_leisure",3,276.9,"2026-05-28 06:44:32"
"0143a04eabe01ceb3a9fe2dde984e2b0","cool_stuff",1,157,"2026-05-28 06:44:32"
"01440d8dea55a5d0ed27d26c41044761","housewares",1,155,"2026-05-28 06:44:32"
"014410afdd8e0393ec17e9d8488449e0","luggage_accessories",1,699,"2026-05-28 06:44:32"
"014e4042a6b3ed0b1a6cd14c7639bb84","housewares",1,219.9,"2026-05-28 06:44:32"
"015366a7c13024e36f1f125d8f9a9e67","food",1,177,"2026-05-28 06:44:32"
"0153b79c47a4953a7dad6fb93ab45a02","small_appliances",1,193,"2026-05-28 06:44:32"
"015557c9912277312b9073947804a7ba","bed_bath_table",1,230,"2026-05-28 06:44:32"
"015557c9912277312b9073947804a7ba","housewares",1,59.9,"2026-05-28 06:44:32"
"015906d05142c9dc02e816c29c044bba","furniture_decor",1,289,"2026-05-28 06:44:32"
"015b72d1a4ec2bfcf75518ada117c62b","pet_shop",2,229.98,"2026-05-28 06:44:32"
"015ba10edbe7988bff82867b4480c225","perfumery",1,248,"2026-05-28 06:44:32"
"015d45ef9d6462cf0d5f062c54f26941","electronics",1,189.9,"2026-05-28 06:44:32"
"015fcc1fe9d3319fb41b08e986684598","home_appliances_2",1,269.99,"2026-05-28 06:44:32"
"0166e2f8aaec14c93d23dea2523beac5","computers_accessories",1,185,"2026-05-28 06:44:32"
"0167a6f5d58d5632b42c44e7f66f2abf","computers_accessories",1,389.89,"2026-05-28 06:44:32"
"016846e2dd862cba9a2a10eff5ac244f","furniture_decor",2,399.98,"2026-05-28 06:44:32"
"01689985c22786e41347d5167048b25e","computers_accessories",3,269.70000000000005,"2026-05-28 06:44:32"
"016a461e59c71a989c278fb565441696","bed_bath_table",1,200,"2026-05-28 06:44:32"
"016a5760b723a3a0bcb4b294d4bc6b45","bed_bath_table",1,199.9,"2026-05-28 06:44:32"
"016c60628fc64e15fa5990e58a0b57c1","furniture_decor",2,59.8,"2026-05-28 06:44:32"
"016c60628fc64e15fa5990e58a0b57c1","office_furniture",1,169.94,"2026-05-28 06:44:32"
"016dc4411329d2b3292a0fbf1402e95e","cool_stuff",1,209.99,"2026-05-28 06:44:32"
"01726e5d6a88d1a8dffd9578872ce54e","computers_accessories",2,779.8,"2026-05-28 06:44:32"
"0176190d05dbc46f20484610a0a0e1fb","market_place",1,289.9,"2026-05-28 06:44:32"
"0177f6975b155c814ea6273eccc58d82","sports_leisure",1,217,"2026-05-28 06:44:32"
"0178b244a5c281fb2ade54038dd4b161","bed_bath_table",4,208.88,"2026-05-28 06:44:32"
"017adfe7897c78902d9f7d58cd855990","telephony",1,239.9,"2026-05-28 06:44:32"
"017ae1edebbc1749a64a520e37633c3c","housewares",1,399,"2026-05-28 06:44:32"
"017bddd3844cbc8c9259179f66786333","office_furniture",1,159.99,"2026-05-28 06:44:32"
"01858f2fad256b1689f5bdafc059f745","housewares",1,1799,"2026-05-28 06:44:32"
"0189334b410cf5340ba839359af8a959","audio",1,190.9,"2026-05-28 06:44:32"
"018b0a8d048e41f2d1f55e56dcbd335c","computers_accessories",1,179.9,"2026-05-28 06:44:32"
"018ccb97f791b89dc7ae72b4a114b00a","stationery",1,199.99,"2026-05-28 06:44:32"
"01927626c24c5826ceb6ca6b2797fd60","health_beauty",1,259.9,"2026-05-28 06:44:32"
"019890d2ead42f267a2c66919d9dedce","pet_shop",1,179,"2026-05-28 06:44:32"
"0199360d5869b53eece5870f3bd1ef0e","health_beauty",1,740,"2026-05-28 06:44:32"
"019ac5580a897d52e5ed6f7ed89ade27","sports_leisure",3,1287,"2026-05-28 06:44:32"
"019cd54cc450bdfb2de3e83dced0c511","bed_bath_table",1,205,"2026-05-28 06:44:32"
"019d47513bb1164cc83fc2d6d7123ef8","baby",1,175.9,"2026-05-28 06:44:32"
"019e6c1c524669436535388a1cd5cefd","watches_gifts",1,369.9,"2026-05-28 06:44:32"
"019ed386aec9ff0f9eab4a590231174e","computers_accessories",6,839.4000000000001,"2026-05-28 06:44:32"
"019fcfdd0b0ec239cc2b536428064c47","watches_gifts",2,311.9,"2026-05-28 06:44:32"
"01a013f2d3d7b0fa074a09d3e6e7b611","perfumery",1,289.9,"2026-05-28 06:44:32"
"01a17507586f0f10f52e7e86ac73e1f7","agro_industry_and_commerce",1,479,"2026-05-28 06:44:32"
"01a4fe5fc00bbdb0b0a4af5a5345cca5","health_beauty",1,399,"2026-05-28 06:44:32"
"01aa30b6c0412a1548fc29e2c98033cf","construction_tools_construction",1,269,"2026-05-28 06:44:32"
"01b0e4e53ea06107438b0738d8d670e2","home_confort",1,219,"2026-05-28 06:44:32"
"01b3e064c4fc4372a269bdc02c131850","bed_bath_table",1,274.9,"2026-05-28 06:44:32"
"01b466cc9a9e663eb04f4b8890dbc5f1","watches_gifts",1,799.99,"2026-05-28 06:44:32"
"01bbbfc56b8ec1052e46f260226e34f9","office_furniture",3,239.96999999999997,"2026-05-28 06:44:32"
"01bc9765e0b1cbb83ec85d576ddc4ef6","watches_gifts",1,199.99,"2026-05-28 06:44:32"
"01bfd443225216fd172d2af98ae80068","computers_accessories",1,129,"2026-05-28 06:44:32"
"01c289bb06354cdc7e6549570f20ada4","fashion_bags_accessories",3,139.98000000000002,"2026-05-28 06:44:32"
"01cd1ef6c24558b19ce2dab8801fabcb","consoles_games",1,674.9,"2026-05-28 06:44:32"
"01da270abab6215a40467414afae12d1","office_furniture",1,139.98,"2026-05-28 06:44:32"
"01dff584b4563da3703fa375287a3a69","cool_stuff",1,215,"2026-05-28 06:44:32"
"01e019838e4e21dd66bb6f69352334f8","consoles_games",1,359,"2026-05-28 06:44:32"
"01e123d7c7cedf12af483fc17258b9ce","computers_accessories",4,790,"2026-05-28 06:44:32"
"01e4f76dbf261176b87ed09f6803c596","",1,369.48,"2026-05-28 06:44:32"
"01e8bcc3377762cf85025138b2901947","bed_bath_table",1,69.9,"2026-05-28 06:44:32"
"01e8bcc3377762cf85025138b2901947","cool_stuff",1,119.99,"2026-05-28 06:44:32"
"01ecdc37f767e85f5b3fd2310a289253","housewares",1,659.99,"2026-05-28 06:44:32"
"01eec5acca315fa22d30315944c65536","watches_gifts",1,188,"2026-05-28 06:44:32"
"01ef3ec35f556231aee2f73e8bc6f8a0","watches_gifts",1,219.9,"2026-05-28 06:44:32"
"01f156677184504063bd19739f924af1","furniture_decor",1,739.98,"2026-05-28 06:44:32"
"01f1af590b3fa6e09ee79551635926b4","telephony",1,246.62,"2026-05-28 06:44:32"
"01f2285f85a1c603eb7ef755ad311769","sports_leisure",2,428,"2026-05-28 06:44:32"
"01f2c78d8578f27b62ca1186752e1532","watches_gifts",1,369,"2026-05-28 06:44:32"
"01f6fa760c8cee5fef785c7a73321534","",1,598.4,"2026-05-28 06:44:32"
"01f9585695ca0cb669ddbae22f6ede43","",1,219.99,"2026-05-28 06:44:32"
"01fee81dfa09d00693bbb79aaf922f89","computers_accessories",1,240.35,"2026-05-28 06:44:32"
"020504cfbef989c034f403ab0076c408","cool_stuff",1,231.7,"2026-05-28 06:44:32"
"02054940ff45a170ddd0acca60575eea","perfumery",1,224.5,"2026-05-28 06:44:32"
"0205ecc1296100f97f4ae03e22643b8e","agro_industry_and_commerce",1,410,"2026-05-28 06:44:32"
"0209a0a5c96cc50dd1bbe71e3730af2a","computers_accessories",6,169.8,"2026-05-28 06:44:32"
"0209f290b5451d357308bc0e90521026","bed_bath_table",6,572.64,"2026-05-28 06:44:32"
"020ae51ab502504a00ab6ccbac53bfa6","telephony",1,799.9,"2026-05-28 06:44:32"
"0213ec5289d86c40bda69ed571b5853f","auto",1,559,"2026-05-28 06:44:32"
"0213fe7fbaa0a7e81c16350785e367e6","office_furniture",2,159.98,"2026-05-28 06:44:32"
"02168ea18740a0fdaaa15f11bebba5db","furniture_decor",4,199.6,"2026-05-28 06:44:32"
"021ac5734c4f62601583998bf0de4e03","watches_gifts",1,728,"2026-05-28 06:44:32"
"0228e299d1cabeaf9be64b5ccd784c97","watches_gifts",1,1099,"2026-05-28 06:44:32"
"022e9ef39a8047a24a813f57ad382b94","cool_stuff",1,610,"2026-05-28 06:44:32"
"0231f0795b8e38aeb40a26115e75722c","cool_stuff",1,229.99,"2026-05-28 06:44:32"
"02364b772a6ae741cce9f3c93ea77edc","health_beauty",1,199.89,"2026-05-28 06:44:32"
"023a67e0df63273fa1f49cd71fd3eb61","sports_leisure",1,129.9,"2026-05-28 06:44:32"
"0241fa2e9adf0576cb0f845377d05c03","computers_accessories",1,22.32,"2026-05-28 06:44:32"
"0241fa2e9adf0576cb0f845377d05c03","consoles_games",2,109.99,"2026-05-28 06:44:32"
"0245997602d4ec43390590e43dfd39d9","watches_gifts",1,169.9,"2026-05-28 06:44:32"
"0247fad5e7e46592d7216d01e9a2d7f6","",1,188.99,"2026-05-28 06:44:32"
"024bc6c3997170f0ca30edba8ba8aa55","pet_shop",2,289.8,"2026-05-28 06:44:32"
"025243a8f6e8e4afd7def031078725bf","cool_stuff",1,231.7,"2026-05-28 06:44:32"
"02552fea6f4fa9a5c61bf9d22408ae73","furniture_decor",2,220,"2026-05-28 06:44:32"
"0256fe01df094f555379b7d453ba22fc","home_construction",1,399,"2026-05-28 06:44:32"
"025cf7c2f32536f0be1ab412bb6602d2","auto",1,1788,"2026-05-28 06:44:32"
"025fef1b215081d46d39595c7b67c9a5","bed_bath_table",1,205,"2026-05-28 06:44:32"
"02620ba8f4c9b8583a78fbabcbf155cc","office_furniture",1,139.94,"2026-05-28 06:44:32"
"0263cd21a17b7b8396e582d110c6ad3c","health_beauty",1,179.99,"2026-05-28 06:44:32"
"02678f5b6207663512dd9cd96af14f0d","sports_leisure",1,221.99,"2026-05-28 06:44:32"
"02678f5b6207663512dd9cd96af14f0d","watches_gifts",1,219,"2026-05-28 06:44:32"
"026cc430843b605b4b5515751f4fe5d3","health_beauty",4,736,"2026-05-28 06:44:32"
"0274b33316518523077f46c699109015","housewares",1,329,"2026-05-28 06:44:32"
"02798e1b3a37c163dffad98b3c6de007","health_beauty",1,585,"2026-05-28 06:44:32"
"027ce05786a9c91b427cf168e82819e0","telephony",1,212.4,"2026-05-28 06:44:32"
"027d5c59887b8a32f409adb105c9cee8","furniture_decor",1,299,"2026-05-28 06:44:32"
"0283d9c78c980d3ea0fce611bbc8ad5b","health_beauty",2,240,"2026-05-28 06:44:32"
"02844e55117602121bb79fe70a59522a","small_appliances",1,547.9,"2026-05-28 06:44:32"
"028610eb2f6daf6bb4c37e1bd2b42210","health_beauty",1,439,"2026-05-28 06:44:32"
"028bb7f0b0813c2df891b680c35b5f63","watches_gifts",1,199,"2026-05-28 06:44:32"
"028c09f007292c4e3a3b10d296e47987","computers_accessories",2,360,"2026-05-28 06:44:32"
"028e0685d43827f5ce7882972eeaf6f8","furniture_bedroom",1,150,"2026-05-28 06:44:32"
"02961f000d03958b88e9cba0cf6253cb","perfumery",1,229.9,"2026-05-28 06:44:32"
"029b457bd01199c39136f89e0eddcd3a","baby",1,98,"2026-05-28 06:44:32"
"029b457bd01199c39136f89e0eddcd3a","health_beauty",1,180,"2026-05-28 06:44:32"
"029d944cf2f7fc6640e877c5c3612509","watches_gifts",1,378,"2026-05-28 06:44:32"
"029f24823177b442913b23816ee59e17","housewares",1,166.9,"2026-05-28 06:44:32"
"02a0646c59df9bfe155e5afd3317a87b","cool_stuff",1,199.98,"2026-05-28 06:44:32"
"02a2094b273efc30447d706e9fc9fceb","housewares",1,265.9,"2026-05-28 06:44:32"
"02a6a137ef7fe2414c9e14fc4d060790","furniture_decor",3,209.70000000000002,"2026-05-28 06:44:32"
"02aff8daa5b3527989a29500ff1e8e10","sports_leisure",1,390,"2026-05-28 06:44:32"
"02b20b7c813efede140142ac610e36dc","computers_accessories",2,172.89,"2026-05-28 06:44:32"
"02b6ef845021b8fefe19c8d200f3ee06","bed_bath_table",1,1914.58,"2026-05-28 06:44:32"
"02bcfe95cecaeec75514a6e1db184ec3","cool_stuff",1,249.99,"2026-05-28 06:44:32"
"02c10a545b4ff4123a8490cfc32db78c","pet_shop",2,190.56,"2026-05-28 06:44:32"
"02c2adcfacd7ead855d2497e0d8eecae","pet_shop",1,157.9,"2026-05-28 06:44:32"
"02c39145f71fdb20ece3f92148868a06","sports_leisure",1,194.99,"2026-05-28 06:44:32"
"02c661a1832c392b81d7ba1ebddf8796","consoles_games",5,200,"2026-05-28 06:44:32"
"02c77985e45aa50795362b8a2013aac9","health_beauty",1,158.7,"2026-05-28 06:44:32"
"02c82b1b79ccf9f38fef2fa51cbc8791","watches_gifts",1,173.9,"2026-05-28 06:44:32"
"02cbdaaf4623b20082e2a5f80534a1af","bed_bath_table",1,199.9,"2026-05-28 06:44:32"
"02ccceb879088a0253e1e46e0200bdb8","housewares",1,2338.08,"2026-05-28 06:44:32"
"02d2056f0b969ca57a94ae2c1793e3cd","furniture_living_room",1,698.9,"2026-05-28 06:44:32"
"02d2c7276ffd446eaab3a3252e61b641","housewares",1,169.99,"2026-05-28 06:44:32"
"02daaa0e021d624d1784c4ea5cc84ace","luggage_accessories",1,289,"2026-05-28 06:44:32"
"02dd4969c23207b44ef9252dd7ef59f8","sports_leisure",2,278.9,"2026-05-28 06:44:32"
"02de760072b85fac1d78e167227a03fc","baby",1,388,"2026-05-28 06:44:32"
"02e698078df64c35152a88cfe52d29fe","garden_tools",1,449,"2026-05-28 06:44:32"
"02e6e8a863c23916af8b3b11b86c5dce","electronics",1,200,"2026-05-28 06:44:32"
"02e8a66528e84b3ca6150d9b1e03a26f","home_appliances_2",1,2110,"2026-05-28 06:44:32"
"02e8d64ed3a2d66ec146674efbfe3dd3","fixed_telephony",1,799.99,"2026-05-28 06:44:32"
"02e9109b7e0a985108b43e573b6afb23","bed_bath_table",4,182.97,"2026-05-28 06:44:32"
"02e9109b7e0a985108b43e573b6afb23","health_beauty",1,349.9,"2026-05-28 06:44:32"
"02eb2837e7302e52e996ebb4515ac3c5","furniture_decor",2,195.8,"2026-05-28 06:44:32"
"02efca104f44478ca3578605b0106a40","sports_leisure",1,168.88,"2026-05-28 06:44:32"
"02f0b9bfb586602fe903d94044170b14","baby",1,169.9,"2026-05-28 06:44:32"
"02f3f4574ac77170d5846d6a1a3be5e8","sports_leisure",1,261,"2026-05-28 06:44:32"
"02f74d858140191b360bddd6310357db","furniture_decor",1,250,"2026-05-28 06:44:32"
"02f9070c2ed9e6fc09b8a6723318ce9b","pet_shop",1,219.9,"2026-05-28 06:44:32"
"02fbe4db886eb98774c8ba300d39fa79","computers_accessories",2,162,"2026-05-28 06:44:32"
"02fdf47b3bd661072bb00a5aab1853dc","furniture_decor",2,226.62,"2026-05-28 06:44:32"
"02ff3aee636a9ee1c1fef271daa0bc07","office_furniture",5,907.8199999999999,"2026-05-28 06:44:32"
"0306e708bc20c7e3517227bbffbe5959","health_beauty",1,184.99,"2026-05-28 06:44:32"
"0309db53bd596593382d0accd83d292e","computers",1,670,"2026-05-28 06:44:32"
"030a810edeec1ceea314282513023587","",1,2740,"2026-05-28 06:44:32"
"030b3bb8818a752ca223944036bad5d7","bed_bath_table",1,109.9,"2026-05-28 06:44:32"
"030b3bb8818a752ca223944036bad5d7","furniture_decor",1,69.9,"2026-05-28 06:44:32"
"030df4046f9f9e7fc4531b24b1e853fc","pet_shop",2,276,"2026-05-28 06:44:32"
